456.hmmer,9330,271.626039,34.348695,0,S,,,,,,"ref iteration #7"
456.hmmer,9330,271.45025,34.370939,0,S,,,,,,"ref iteration #8"
456.hmmer,9330,271.962446,34.306207,0,S,,,,,,"ref iteration #9"
456.hmmer,9330,271.810337,34.325405,0,S,,,,,,"ref iteration #10"
458.sjeng,12100,593.156477,20.399339,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,603.239956,20.058353,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,589.735473,20.517674,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,589.438039,20.528027,0,S,,,,,,"ref iteration #4"
458.sjeng,12100,592.599376,20.418516,0,S,,,,,,"ref iteration #5"
458.sjeng,12100,596.355841,20.289899,0,S,,,,,,"ref iteration #6"
458.sjeng,12100,596.789021,20.275172,1,S,,,,,,"ref iteration #7"
458.sjeng,12100,606.770748,19.941634,0,S,,,,,,"ref iteration #8"
458.sjeng,12100,597.141572,20.263202,0,S,,,,,,"ref iteration #9"
458.sjeng,12100,607.195494,19.927684,0,S,,,,,,"ref iteration #10"
462.libquantum,20720,262.215844,79.018871,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,249.791053,82.949328,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,275.619536,75.176093,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,277.366576,74.702584,0,S,,,,,,"ref iteration #4"
462.libquantum,20720,281.488918,73.608582,0,S,,,,,,"ref iteration #5"
462.libquantum,20720,259.24046,79.925796,0,S,,,,,,"ref iteration #6"
462.libquantum,20720,283.64197,73.049838,0,S,,,,,,"ref iteration #7"
462.libquantum,20720,269.796919,76.798505,0,S,,,,,,"ref iteration #8"
462.libquantum,20720,279.863051,74.036211,0,S,,,,,,"ref iteration #9"
462.libquantum,20720,266.321347,77.800748,0,S,,,,,,"ref iteration #10"
464.h264ref,22130,475.482502,46.542196,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,473.969496,46.690768,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,475.465488,46.543862,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,474.904314,46.598861,0,S,,,,,,"ref iteration #4"
464.h264ref,22130,474.700056,46.618912,0,S,,,,,,"ref iteration #5"
464.h264ref,22130,477.82662,46.31387,0,S,,,,,,"ref iteration #6"
464.h264ref,22130,475.702945,46.520629,0,S,,,,,,"ref iteration #7"
464.h264ref,22130,476.469941,46.445742,0,S,,,,,,"ref iteration #8"
464.h264ref,22130,475.59627,46.531063,1,S,,,,,,"ref iteration #9"
464.h264ref,22130,477.422956,46.353029,0,S,,,,,,"ref iteration #10"
471.omnetpp,6250,660.291352,9.465518,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,656.906067,9.514298,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,665.926979,9.385413,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,668.65111,9.347177,0,S,,,,,,"ref iteration #4"
471.omnetpp,6250,666.683918,9.374757,0,S,,,,,,"ref iteration #5"
471.omnetpp,6250,686.2855,9.106997,0,S,,,,,,"ref iteration #6"
471.omnetpp,6250,674.856459,9.261229,1,S,,,,,,"ref iteration #7"
471.omnetpp,6250,691.034917,9.044405,0,S,,,,,,"ref iteration #8"
471.omnetpp,6250,676.431077,9.23967,0,S,,,,,,"ref iteration #9"
471.omnetpp,6250,694.092273,9.004566,0,S,,,,,,"ref iteration #10"
473.astar,7020,450.722316,15.575,0,S,,,,,,"ref iteration #1"
473.astar,7020,449.564339,15.615118,0,S,,,,,,"ref iteration #2"
473.astar,7020,457.740261,15.336208,0,S,,,,,,"ref iteration #3"
473.astar,7020,457.557934,15.342319,0,S,,,,,,"ref iteration #4"
473.astar,7020,454.696998,15.438853,0,S,,,,,,"ref iteration #5"
473.astar,7020,460.47836,15.245016,0,S,,,,,,"ref iteration #6"
473.astar,7020,459.549271,15.275838,1,S,,,,,,"ref iteration #7"
473.astar,7020,466.677372,15.042512,0,S,,,,,,"ref iteration #8"
473.astar,7020,461.213609,15.220713,0,S,,,,,,"ref iteration #9"
473.astar,7020,466.433233,15.050386,0,S,,,,,,"ref iteration #10"
483.xalancbmk,6900,386.18329,17.867164,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,385.310236,17.907648,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,388.16862,17.77578,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,386.139823,17.869175,0,S,,,,,,"ref iteration #4"
483.xalancbmk,6900,389.806038,17.701111,0,S,,,,,,"ref iteration #5"
483.xalancbmk,6900,390.332208,17.67725,0,S,,,,,,"ref iteration #6"
483.xalancbmk,6900,390.01868,17.69146,1,S,,,,,,"ref iteration #7"
483.xalancbmk,6900,392.919957,17.560829,0,S,,,,,,"ref iteration #8"
483.xalancbmk,6900,390.086371,17.68839,0,S,,,,,,"ref iteration #9"
483.xalancbmk,6900,395.097836,17.464029,0,S,,,,,,"ref iteration #10"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,516.387576,18.919897,1,S,,,,,NR,"SelectedIteration (base #7)"
401.bzip2,9650,557.388006,17.312895,1,S,,,,,NR,"SelectedIteration (base #8)"
403.gcc,8050,468.201554,17.19345,1,S,,,,,NR,"SelectedIteration (base #8)"
429.mcf,9120,423.404603,21.539681,1,S,,,,,NR,"SelectedIteration (base #9)"
445.gobmk,10490,489.877709,21.413508,1,S,,,,,NR,"SelectedIteration (base #6)"
456.hmmer,9330,271.615519,34.350025,1,S,,,,,NR,"SelectedIteration (base #5)"
458.sjeng,12100,596.789021,20.275172,1,S,,,,,NR,"SelectedIteration (base #7)"
462.libquantum,20720,275.619536,75.176093,1,S,,,,,NR,"SelectedIteration (base #3)"
464.h264ref,22130,475.59627,46.531063,1,S,,,,,NR,"SelectedIteration (base #9)"
471.omnetpp,6250,674.856459,9.261229,1,S,,,,,NR,"SelectedIteration (base #7)"
473.astar,7020,459.549271,15.275838,1,S,,,,,NR,"SelectedIteration (base #7)"
483.xalancbmk,6900,390.01868,17.69146,1,S,,,,,NR,"SelectedIteration (base #7)"

SPECint_base2006,22.386053,,22.386053
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",277

"Hardware Vendor:",
"Hardware Model:",
"Date tested:",Jun-2025
"CPU2006 License:",0
"Test sponsor:",
"Tested by:",
"Hardware avail:",Dec-9999
"Software avail:",Mar-2008


HARDWARE

"CPU Name"," "
"CPU Characteristics"," "
"CPU MHz"," "
FPU," "
"CPU(s) enabled"," cores,  chips,  cores/chip,  threads/core"
"CPU(s) orderable"," "
"Primary Cache"," "
"Secondary Cache"," "
"L3 Cache"," "
"Other Cache"," "
Memory," "
"Disk Subsystem"," "
"Other Hardware"," "

SOFTWARE

"Operating System","QEMU AArch64 Usermode"
Compiler,clang
"Auto Parallel",No
"File System"," "
"System State"," "
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"Base Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Portability Flags"
400.perlbench," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX_X64"
401.bzip2," -DSPEC_CPU_LP64"
403.gcc," -DSPEC_CPU_LP64"
429.mcf," -DSPEC_CPU_LP64"
445.gobmk," -DSPEC_CPU_LP64"
456.hmmer," -DSPEC_CPU_LP64"
458.sjeng," -DSPEC_CPU_LP64"
462.libquantum," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"
464.h264ref," -DSPEC_CPU_LP64"
471.omnetpp," -DSPEC_CPU_LP64"
473.astar," -DSPEC_CPU_LP64"
483.xalancbmk," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"

"Base Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Unknown Flags"
400.perlbench," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
401.bzip2," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
403.gcc," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
429.mcf," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
445.gobmk," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
456.hmmer," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
458.sjeng," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
462.libquantum," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
464.h264ref," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -fsigned-char"," -Wno-int-conversion"," -fsigned-char"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
471.omnetpp," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -unwindlib=libunwind"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
473.astar," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
483.xalancbmk," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -unwindlib=libunwind"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"

"Peak Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Portability Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Unknown Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

ERRORS

##############################################################################
"#   INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN  #"
"#                                                                            #"
"# 'reportable' flag not set during run                                       #"
"# Unknown flags were used! See                                               #"
"#      http://www.spec.org/cpu2006/Docs/runspec.html#flagsurl                #"
"# for information about how to get rid of this error.                        #"
"#                                                                            #"
"#   INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN  #"
##############################################################################
----------------
"For questions about","this result, please","contact the tester.",
"For other inquiries,","please contact",webmaster@spec.org.,
"Copyright 2006-2008 Standard","Performance Evaluation",Corporation,
"Tested with SPEC CPU2006 ","v1.1.  Report","generated on ","Tue Jul  1 08:06:08 2025","by SPEC CPU2006 CSV","formatter v6128."
