valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
458.sjeng,12100,385.161159,31.415421,0,S,,,,,,"ref iteration #10"
462.libquantum,20720,1003.40792,20.649628,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,1000.450316,20.710674,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,966.863187,21.430126,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,972.557814,21.304646,0,S,,,,,,"ref iteration #4"
462.libquantum,20720,996.52212,20.792313,1,S,,,,,,"ref iteration #5"
462.libquantum,20720,996.952905,20.783329,0,S,,,,,,"ref iteration #6"
462.libquantum,20720,1014.820021,20.417414,0,S,,,,,,"ref iteration #7"
462.libquantum,20720,976.470936,21.21927,0,S,,,,,,"ref iteration #8"
462.libquantum,20720,992.500274,20.876569,0,S,,,,,,"ref iteration #9"
462.libquantum,20720,986.632745,21.000722,0,S,,,,,,"ref iteration #10"
464.h264ref,22130,732.858956,30.196806,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,733.096418,30.187025,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,732.325401,30.218807,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,732.838711,30.197641,0,S,,,,,,"ref iteration #4"
464.h264ref,22130,732.97733,30.19193,0,S,,,,,,"ref iteration #5"
464.h264ref,22130,732.45096,30.213627,0,S,,,,,,"ref iteration #6"
464.h264ref,22130,732.82567,30.198178,0,S,,,,,,"ref iteration #7"
464.h264ref,22130,733.192968,30.18305,0,S,,,,,,"ref iteration #8"
464.h264ref,22130,732.96684,30.192362,0,S,,,,,,"ref iteration #9"
464.h264ref,22130,732.922956,30.19417,1,S,,,,,,"ref iteration #10"
471.omnetpp,6250,327.113354,19.106527,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,329.466891,18.97004,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,328.152703,19.046011,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,326.23262,19.158109,0,S,,,,,,"ref iteration #4"
471.omnetpp,6250,327.922579,19.059377,0,S,,,,,,"ref iteration #5"
471.omnetpp,6250,328.856424,19.005254,0,S,,,,,,"ref iteration #6"
471.omnetpp,6250,329.303185,18.97947,0,S,,,,,,"ref iteration #7"
471.omnetpp,6250,327.834968,19.06447,0,S,,,,,,"ref iteration #8"
471.omnetpp,6250,328.053768,19.051755,1,S,,,,,,"ref iteration #9"
471.omnetpp,6250,327.616063,19.077209,0,S,,,,,,"ref iteration #10"
473.astar,7020,263.657257,26.625476,0,S,,,,,,"ref iteration #1"
473.astar,7020,264.146518,26.57616,0,S,,,,,,"ref iteration #2"
473.astar,7020,265.19821,26.470767,0,S,,,,,,"ref iteration #3"
473.astar,7020,263.975083,26.593419,0,S,,,,,,"ref iteration #4"
473.astar,7020,266.064098,26.38462,0,S,,,,,,"ref iteration #5"
473.astar,7020,264.867056,26.503862,1,S,,,,,,"ref iteration #6"
473.astar,7020,263.207049,26.671018,0,S,,,,,,"ref iteration #7"
473.astar,7020,264.545426,26.536085,0,S,,,,,,"ref iteration #8"
473.astar,7020,264.873989,26.503169,0,S,,,,,,"ref iteration #9"
473.astar,7020,265.091282,26.481444,0,S,,,,,,"ref iteration #10"
483.xalancbmk,6900,180.728286,38.17886,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,180.930092,38.136276,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,180.762735,38.171584,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,181.318856,38.054509,0,S,,,,,,"ref iteration #4"
483.xalancbmk,6900,181.347214,38.048558,0,S,,,,,,"ref iteration #5"
483.xalancbmk,6900,181.893272,37.934333,0,S,,,,,,"ref iteration #6"
483.xalancbmk,6900,180.56075,38.214285,0,S,,,,,,"ref iteration #7"
483.xalancbmk,6900,181.216066,38.076094,0,S,,,,,,"ref iteration #8"
483.xalancbmk,6900,180.986036,38.124488,1,S,,,,,,"ref iteration #9"
483.xalancbmk,6900,180.815615,38.160421,0,S,,,,,,"ref iteration #10"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,404.802157,24.135247,1,S,,,,,NR,"SelectedIteration (base #6)"
401.bzip2,9650,664.504853,14.522091,1,S,,,,,NR,"SelectedIteration (base #1)"
403.gcc,8050,240.67115,33.44813,1,S,,,,,NR,"SelectedIteration (base #1)"
429.mcf,9120,203.403277,44.837036,1,S,,,,,NR,"SelectedIteration (base #6)"
445.gobmk,10490,323.175537,32.45914,1,S,,,,,NR,"SelectedIteration (base #5)"
456.hmmer,9330,1421.111389,6.565284,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,384.441437,31.474235,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,996.52212,20.792313,1,S,,,,,NR,"SelectedIteration (base #5)"
464.h264ref,22130,732.922956,30.19417,1,S,,,,,NR,"SelectedIteration (base #10)"
471.omnetpp,6250,328.053768,19.051755,1,S,,,,,NR,"SelectedIteration (base #9)"
473.astar,7020,264.867056,26.503862,1,S,,,,,NR,"SelectedIteration (base #6)"
483.xalancbmk,6900,180.986036,38.124488,1,S,,,,,NR,"SelectedIteration (base #9)"

SPECint_base2006,24.310419,,24.310419
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",273

"Hardware Vendor:",
"Hardware Model:",
"Date tested:",Jun-2025
"CPU2006 License:",0
"Test sponsor:",
"Tested by:",
"Hardware avail:",Dec-9999
"Software avail:",Mar-2008


HARDWARE

"CPU Name"," "
"CPU Characteristics"," "
"CPU MHz"," "
FPU," "
"CPU(s) enabled"," cores,  chips,  cores/chip,  threads/core"
"CPU(s) orderable"," "
"Primary Cache"," "
"Secondary Cache"," "
"L3 Cache"," "
"Other Cache"," "
Memory," "
"Disk Subsystem"," "
"Other Hardware"," "

SOFTWARE

"Operating System","QEMU AArch64 Usermode"
Compiler,clang
"Auto Parallel",No
"File System"," "
"System State"," "
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"Base Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Portability Flags"
400.perlbench," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX_X64"
401.bzip2," -DSPEC_CPU_LP64"
403.gcc," -DSPEC_CPU_LP64"
429.mcf," -DSPEC_CPU_LP64"
445.gobmk," -DSPEC_CPU_LP64"
456.hmmer," -DSPEC_CPU_LP64"
458.sjeng," -DSPEC_CPU_LP64"
462.libquantum," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"
464.h264ref," -DSPEC_CPU_LP64"
471.omnetpp," -DSPEC_CPU_LP64"
473.astar," -DSPEC_CPU_LP64"
483.xalancbmk," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"

"Base Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Unknown Flags"
400.perlbench," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
401.bzip2," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
403.gcc," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
429.mcf," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
445.gobmk," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
456.hmmer," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
458.sjeng," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
462.libquantum," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
464.h264ref," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -fsigned-char"," -Wno-int-conversion"," -fsigned-char"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
471.omnetpp," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -unwindlib=libunwind"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
473.astar," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
483.xalancbmk," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang++"," -Wno-int-conversion"," -Wno-int-conversion"," -unwindlib=libunwind"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=c++98"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"

"Peak Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Portability Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Peak Unknown Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

ERRORS

##############################################################################
"#   INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN  #"
"#                                                                            #"
"# 'reportable' flag not set during run                                       #"
"# Unknown flags were used! See                                               #"
"#      http://www.spec.org/cpu2006/Docs/runspec.html#flagsurl                #"
"# for information about how to get rid of this error.                        #"
"#                                                                            #"
"#   INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN INVALID RUN  #"
##############################################################################
----------------
"For questions about","this result, please","contact the tester.",
"For other inquiries,","please contact",webmaster@spec.org.,
"Copyright 2006-2008 Standard","Performance Evaluation",Corporation,
"Tested with SPEC CPU2006 ","v1.1.  Report","generated on ","Sat Jun 28 10:41:49 2025","by SPEC CPU2006 CSV","formatter v6128."
